BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,AmountPaid,PaymentDate,PaymentMethod,Status
10313,17400,2/10/2023,2/17/2023,1302.22,61.19,0,,Credit Card,Pending
10314,9096,9/22/2023,9/29/2023,3620.26,359.15,3620.26,9/27/2023,Corporate Account,Paid
10315,18514,10/9/2024,10/16/2024,1668.91,0,1668.91,10/13/2024,Credit Card,Paid
10316,4474,8/12/2024,8/19/2024,1422.84,224.19,1422.84,8/12/2024,Bank Transfer,Paid
10317,22424,6/23/2024,6/30/2024,2861.46,0,2861.46,6/24/2024,Bank Transfer,Paid
10318,19142,12/15/2021,12/22/2021,1214.75,0,1214.75,12/16/2021,Cash,Paid
10319,2695,6/14/2023,6/21/2023,5229.27,0,5229.27,6/18/2023,Corporate Account,Paid
10320,10946,1/13/2022,1/20/2022,4506.6,211.78,4506.6,1/14/2022,Corporate Account,Paid
10321,19003,1/23/2022,1/30/2022,3428.7,0,3428.7,1/26/2022,Credit Card,Paid
10322,3937,7/22/2022,7/29/2022,2401.85,0,2401.85,7/27/2022,Cash,Paid
10323,9043,9/5/2022,9/12/2022,1629.71,0,1629.71,9/7/2022,Corporate Account,Paid
10324,576,5/8/2022,5/15/2022,1983.91,0,1983.91,5/10/2022,Bank Transfer,Paid
10325,16188,12/6/2020,12/13/2020,1503.19,70.64,1503.19,12/11/2020,Cash,Paid
10326,23241,9/8/2023,9/15/2023,1055.26,0,1055.26,9/12/2023,Cash,Paid
10327,6276,7/26/2024,8/2/2024,3612.86,0,3612.86,7/27/2024,Bank Transfer,Paid
10328,21932,9/6/2023,9/13/2023,5410.03,536.71,5410.03,9/7/2023,Bank Transfer,Paid
10329,24051,7/11/2023,7/18/2023,1906.73,0,1906.73,7/12/2023,Credit Card,Paid
10330,15909,9/10/2024,9/17/2024,3059.22,303.49,3059.22,9/10/2024,Credit Card,Paid
10331,10514,9/15/2025,9/22/2025,3899.92,0,3899.92,9/18/2025,Credit Card,Paid
10332,23158,4/17/2023,4/24/2023,2225.58,0,2225.58,4/22/2023,Credit Card,Paid
10333,16067,11/1/2023,11/8/2023,908.95,0,908.95,11/5/2023,Credit Card,Paid
10334,19058,12/5/2023,12/12/2023,3253.92,0,3253.92,12/5/2023,Credit Card,Paid
10335,17021,4/15/2023,4/22/2023,5441.55,539.84,5441.55,4/16/2023,Bank Transfer,Paid
10336,1353,7/4/2022,7/11/2022,1647.4,0,1647.4,7/4/2022,Credit Card,Paid
10337,12468,7/19/2023,7/26/2023,1875.03,0,1875.03,7/22/2023,Credit Card,Paid
10338,12463,2/20/2020,2/27/2020,808.4,0,808.4,2/25/2020,Credit Card,Paid
10339,11154,8/27/2024,9/3/2024,5467.44,256.93,5467.44,8/29/2024,Credit Card,Paid
10340,12354,9/7/2022,9/14/2022,3865.79,181.66,3865.79,9/11/2022,Credit Card,Paid
10341,14526,11/27/2025,12/4/2025,705.91,0,0,,Bank Transfer,Pending
10342,23270,9/27/2021,10/4/2021,1014.59,100.65,1014.59,9/30/2021,Bank Transfer,Paid
10343,21364,10/25/2022,11/1/2022,3470.45,163.09,0,,Credit Card,Pending
10344,20433,10/25/2023,11/1/2023,978.16,0,978.16,10/29/2023,Cash,Paid
10345,14778,2/19/2022,2/26/2022,4211.16,663.52,4211.16,2/21/2022,Bank Transfer,Paid
10346,17779,12/17/2024,12/24/2024,1338.07,0,1338.07,12/17/2024,Bank Transfer,Paid
10347,8880,5/2/2022,5/9/2022,455.11,0,455.11,5/4/2022,Bank Transfer,Paid
10348,11313,2/23/2023,3/2/2023,2986.65,0,0,,Credit Card,Pending
10349,13511,6/11/2023,6/18/2023,3065.69,144.06,3065.69,6/14/2023,Credit Card,Paid
10350,5545,2/22/2025,3/1/2025,1169.11,0,1169.11,2/27/2025,Corporate Account,Paid
10351,14605,8/2/2021,8/9/2021,1040.27,0,1040.27,8/6/2021,Credit Card,Paid
10352,17048,5/16/2025,5/23/2025,3028.49,142.32,3028.49,5/19/2025,Corporate Account,Paid
10353,8502,10/4/2025,10/11/2025,1435.13,142.37,1435.13,10/8/2025,Credit Card,Paid
10354,1322,10/13/2024,10/20/2024,5554.83,0,5554.83,10/14/2024,Bank Transfer,Paid
10355,1631,4/15/2023,4/22/2023,2023.27,0,2023.27,4/18/2023,Bank Transfer,Paid
10356,23720,6/18/2022,6/25/2022,1671.46,0,1671.46,6/20/2022,Bank Transfer,Paid
10357,5015,1/2/2022,1/9/2022,917.2,0,917.2,1/7/2022,Credit Card,Paid
10358,5176,9/25/2020,10/2/2020,1568.97,0,1568.97,9/28/2020,Bank Transfer,Paid
10359,9306,12/22/2022,12/29/2022,2538.07,0,2538.07,12/26/2022,Credit Card,Paid
10360,17438,7/25/2022,8/1/2022,4180.65,0,4180.65,7/29/2022,Cash,Paid
10361,23829,2/13/2022,2/20/2022,254.19,0,254.19,2/16/2022,Bank Transfer,Paid
10362,6648,5/26/2024,6/2/2024,3227.37,0,3227.37,5/31/2024,Corporate Account,Paid
10363,8350,7/6/2020,7/13/2020,2944.06,0,2944.06,7/11/2020,Credit Card,Paid
10364,4716,3/21/2022,3/28/2022,1322.87,131.24,1322.87,3/22/2022,Credit Card,Paid
10365,18500,10/27/2021,11/3/2021,2786.74,130.96,2786.74,10/30/2021,Credit Card,Paid
10366,13593,8/9/2020,8/16/2020,1235.72,122.59,1235.72,8/14/2020,Corporate Account,Paid
10367,15353,2/5/2024,2/12/2024,4850.34,227.93,4850.34,2/8/2024,Credit Card,Paid
10368,440,3/26/2024,4/2/2024,4342.59,0,4342.59,3/29/2024,Cash,Paid
10369,20364,3/25/2020,4/1/2020,1788.63,0,1788.63,3/29/2020,Credit Card,Paid
10370,13211,4/10/2024,4/17/2024,1447.82,143.63,0,,Credit Card,Pending
10371,5054,7/18/2022,7/25/2022,3757.06,0,3757.06,7/18/2022,Credit Card,Paid
10372,5879,7/24/2022,7/31/2022,1908.07,0,1908.07,7/24/2022,Bank Transfer,Paid
10373,3839,7/13/2024,7/20/2024,1049.71,0,0,,Cash,Pending
10374,1361,12/19/2025,12/26/2025,1271.77,0,0,,Credit Card,Pending
10375,18297,4/4/2025,4/11/2025,5146.24,0,5146.24,4/7/2025,Corporate Account,Paid
10376,2550,8/1/2024,8/8/2024,2920.82,0,0,,Credit Card,Pending
10377,13908,10/22/2023,10/29/2023,1720.64,0,1720.64,10/24/2023,Credit Card,Paid
10378,11190,3/2/2021,3/9/2021,2237.62,0,2237.62,3/5/2021,Cash,Paid
10379,24955,2/12/2023,2/19/2023,1175.31,0,1175.31,2/12/2023,Credit Card,Paid
10380,16792,7/26/2021,8/2/2021,3850.9,180.96,3850.9,7/26/2021,Cash,Paid
10381,21945,10/17/2024,10/24/2024,2752.77,129.36,0,,Corporate Account,Pending
10382,15747,4/9/2024,4/16/2024,2123.41,334.57,2123.41,4/10/2024,Corporate Account,Paid
10383,8784,3/1/2020,3/8/2020,3263.89,0,3263.89,3/5/2020,Cash,Paid
10384,10734,4/17/2020,4/24/2020,2162.17,214.5,2162.17,4/19/2020,Cash,Paid
10385,11679,9/8/2023,9/15/2023,3333.86,0,0,,Bank Transfer,Pending
10386,24448,2/22/2024,2/29/2024,4597.33,0,4597.33,2/25/2024,Corporate Account,Paid
10387,2847,11/10/2021,11/17/2021,1743.22,389.11,1743.22,11/10/2021,Corporate Account,Paid
10388,22664,3/7/2020,3/14/2020,3677.75,0,3677.75,3/7/2020,Credit Card,Paid
10389,18014,5/25/2024,6/1/2024,1407.68,139.65,1407.68,5/29/2024,Credit Card,Paid
10390,20784,1/16/2022,1/23/2022,1904.96,0,1904.96,1/16/2022,Cash,Paid
10391,12822,4/8/2024,4/15/2024,957.73,0,957.73,4/12/2024,Bank Transfer,Paid
10392,10189,8/10/2023,8/17/2023,1126.44,111.75,1126.44,8/12/2023,Cash,Paid
10393,13915,5/13/2023,5/20/2023,687.52,0,687.52,5/17/2023,Credit Card,Paid
10394,15026,10/4/2021,10/11/2021,3168.49,148.9,0,,Bank Transfer,Pending
10395,8170,12/3/2025,12/10/2025,1933.65,0,1933.65,12/5/2025,Bank Transfer,Paid
10396,18433,1/26/2021,2/2/2021,6135.94,608.72,6135.94,1/28/2021,Cash,Paid
10397,23312,5/21/2022,5/28/2022,6226.79,0,6226.79,5/21/2022,Credit Card,Paid
10398,23472,8/12/2021,8/19/2021,1070.67,0,0,,Bank Transfer,Pending
10399,1014,10/5/2021,10/12/2021,1531.15,71.95,1531.15,10/8/2021,Credit Card,Paid
10400,24883,11/4/2020,11/11/2020,674.54,0,674.54,11/8/2020,Cash,Paid
10401,10962,6/26/2020,7/3/2020,5312.76,0,5312.76,6/26/2020,Credit Card,Paid
10402,15594,2/18/2021,2/25/2021,4057.61,0,4057.61,2/20/2021,Corporate Account,Paid
10403,21065,5/1/2023,5/8/2023,1797.96,0,1797.96,5/4/2023,Credit Card,Paid
10404,11443,2/1/2020,2/8/2020,962.34,45.22,0,,Corporate Account,Overdue
10405,4704,9/12/2020,9/19/2020,1283.89,0,1283.89,9/14/2020,Credit Card,Paid
10406,13446,9/17/2023,9/24/2023,1398.92,0,1398.92,9/18/2023,Corporate Account,Paid
10407,13864,10/23/2022,10/30/2022,1813.14,0,1813.14,10/28/2022,Credit Card,Paid
10408,13022,7/28/2021,8/4/2021,5831.04,0,5831.04,8/1/2021,Bank Transfer,Paid
10409,8750,6/1/2020,6/8/2020,1185.45,0,1185.45,6/3/2020,Credit Card,Paid
10410,23531,9/9/2021,9/16/2021,1581.34,0,1581.34,9/13/2021,Bank Transfer,Paid
10411,3587,7/22/2023,7/29/2023,838.86,39.42,838.86,7/23/2023,Cash,Paid
10412,10711,12/21/2021,12/28/2021,1924.04,90.42,0,,Credit Card,Pending
10413,24097,4/16/2022,4/23/2022,545.35,0,545.35,4/19/2022,Corporate Account,Paid
10414,9372,10/9/2022,10/16/2022,5008.14,0,5008.14,10/14/2022,Bank Transfer,Paid
10415,20795,2/14/2021,2/21/2021,3702.69,0,3702.69,2/19/2021,Corporate Account,Paid
10416,11282,4/26/2021,5/3/2021,788.17,0,788.17,4/30/2021,Bank Transfer,Paid
10417,14923,9/26/2020,10/3/2020,1972.52,0,1972.52,9/26/2020,Bank Transfer,Paid
10418,10123,3/16/2022,3/23/2022,557.22,55.28,0,,Bank Transfer,Pending
10419,2050,6/2/2021,6/9/2021,725.5,34.09,725.5,6/6/2021,Credit Card,Paid
10420,24052,8/10/2023,8/17/2023,2722.54,0,2722.54,8/12/2023,Credit Card,Paid
10421,20146,8/8/2021,8/15/2021,2018.73,200.27,2018.73,8/8/2021,Corporate Account,Paid
10422,5698,9/9/2025,9/16/2025,3328.71,156.42,3328.71,9/12/2025,Corporate Account,Paid
10423,3371,4/4/2021,4/11/2021,2205.07,0,2205.07,4/8/2021,Bank Transfer,Paid
10424,16512,1/6/2022,1/13/2022,853.53,0,853.53,1/8/2022,Credit Card,Paid
10425,10632,12/28/2021,1/4/2022,5737.94,0,5737.94,12/31/2021,Bank Transfer,Paid
10426,3169,1/4/2024,1/11/2024,1669.41,78.45,1669.41,1/5/2024,Credit Card,Paid
10427,13695,9/24/2023,10/1/2023,1997.36,0,1997.36,9/24/2023,Corporate Account,Paid
10428,16164,12/26/2023,1/2/2024,263.49,0,0,,Credit Card,Pending
10429,24796,4/11/2021,4/18/2021,3036.69,0,3036.69,4/15/2021,Corporate Account,Paid
10430,9033,7/27/2021,8/3/2021,1676.63,0,1676.63,7/31/2021,Cash,Paid
10431,20530,1/2/2023,1/9/2023,1965.24,194.96,0,,Bank Transfer,Pending
10432,16681,1/2/2022,1/9/2022,1497.46,0,1497.46,1/2/2022,Bank Transfer,Paid
10433,15823,10/14/2020,10/21/2020,2208.31,0,2208.31,10/15/2020,Bank Transfer,Paid
10434,11965,1/24/2024,1/31/2024,2465.62,0,2465.62,1/29/2024,Credit Card,Paid
10435,10381,4/4/2022,4/11/2022,397.05,0,397.05,4/7/2022,Bank Transfer,Paid
10436,7428,2/10/2023,2/17/2023,2819.92,0,2819.92,2/14/2023,Bank Transfer,Paid
10437,17118,8/5/2020,8/12/2020,1174.33,116.5,1174.33,8/9/2020,Credit Card,Paid
10438,9340,2/8/2021,2/15/2021,538.41,0,538.41,2/13/2021,Cash,Paid
10439,23397,1/12/2023,1/19/2023,884.14,139.31,884.14,1/15/2023,Corporate Account,Paid
10440,3207,6/7/2020,6/14/2020,619.72,0,619.72,6/11/2020,Credit Card,Paid
10441,23090,3/21/2024,3/28/2024,1184.08,55.64,1184.08,3/21/2024,Cash,Paid
10442,2749,4/28/2021,5/5/2021,2223.47,104.49,2223.47,4/28/2021,Corporate Account,Paid
10443,11629,7/16/2021,7/23/2021,692.47,32.54,692.47,7/20/2021,Bank Transfer,Paid
10444,9191,11/26/2020,12/3/2020,518.09,51.4,518.09,11/29/2020,Cash,Paid
10445,4074,3/15/2022,3/22/2022,980.2,0,980.2,3/15/2022,Bank Transfer,Paid
10446,2995,1/5/2024,1/12/2024,2170.68,102.01,2170.68,1/6/2024,Corporate Account,Paid
10447,6697,4/24/2021,5/1/2021,4148.05,0,4148.05,4/24/2021,Corporate Account,Paid
10448,9911,9/18/2022,9/25/2022,1715.29,0,1715.29,9/21/2022,Credit Card,Paid
10449,21285,7/28/2020,8/4/2020,3418.68,0,3418.68,7/28/2020,Cash,Paid
10450,5766,9/20/2021,9/27/2021,2722.99,127.96,0,,Credit Card,Overdue
10451,9313,4/10/2024,4/17/2024,1191.06,55.97,1191.06,4/15/2024,Credit Card,Paid
10452,19886,10/9/2023,10/16/2023,4167.49,0,4167.49,10/14/2023,Cash,Paid
10453,9636,11/12/2024,11/19/2024,1442.73,67.8,1442.73,11/14/2024,Cash,Paid
10454,5327,10/26/2020,11/2/2020,569.12,0,569.12,10/30/2020,Bank Transfer,Paid
10455,22340,12/20/2022,12/27/2022,568.31,0,568.31,12/25/2022,Cash,Paid
10456,18918,6/9/2025,6/16/2025,2978.01,0,2978.01,6/13/2025,Credit Card,Paid
10457,14,9/5/2024,9/12/2024,3189.39,0,3189.39,9/5/2024,Credit Card,Paid
10458,375,4/10/2022,4/17/2022,3100.14,307.55,3100.14,4/12/2022,Bank Transfer,Paid
10459,842,10/19/2021,10/26/2021,5109.68,0,5109.68,10/22/2021,Cash,Paid
10460,12482,3/6/2021,3/13/2021,1259.36,198.43,1259.36,3/6/2021,Bank Transfer,Paid
10461,21688,5/24/2022,5/31/2022,1162.84,0,1162.84,5/24/2022,Cash,Paid
10462,879,7/24/2022,7/31/2022,388.65,0,388.65,7/25/2022,Bank Transfer,Paid
10463,3550,11/24/2025,12/1/2025,798.82,0,0,,Credit Card,Pending
10464,17324,5/24/2021,5/31/2021,3975.64,0,0,,Bank Transfer,Pending
10465,11022,12/18/2022,12/25/2022,5167.44,0,5167.44,12/22/2022,Bank Transfer,Paid
10466,20416,2/8/2024,2/15/2024,1016.49,100.84,1016.49,2/9/2024,Credit Card,Paid
10467,23747,4/6/2022,4/13/2022,1193.69,118.42,1193.69,4/11/2022,Corporate Account,Paid
10468,6977,4/18/2023,4/25/2023,1640.13,0,1640.13,4/21/2023,Bank Transfer,Paid
10469,22009,10/8/2024,10/15/2024,1492.74,0,1492.74,10/13/2024,Credit Card,Paid
10470,8624,8/8/2020,8/15/2020,3376.99,0,3376.99,8/11/2020,Bank Transfer,Paid
10471,13809,10/7/2022,10/14/2022,953.17,0,953.17,10/7/2022,Credit Card,Paid
10472,12667,1/15/2022,1/22/2022,1066.64,0,1066.64,1/20/2022,Credit Card,Paid
10473,14871,7/1/2025,7/8/2025,3448.92,162.07,0,,Bank Transfer,Pending
10474,23796,2/13/2025,2/20/2025,1265,0,1265,2/18/2025,Corporate Account,Paid
10475,2327,7/14/2021,7/21/2021,478.4,22.48,478.4,7/14/2021,Bank Transfer,Paid
10476,1809,3/14/2020,3/21/2020,2667.66,0,2667.66,3/19/2020,Credit Card,Paid
10477,2199,7/18/2023,7/25/2023,5229.4,0,5229.4,7/21/2023,Corporate Account,Paid
10478,21686,10/8/2023,10/15/2023,4548.93,213.77,4548.93,10/12/2023,Cash,Paid
10479,16849,4/28/2024,5/5/2024,3960.76,186.13,3960.76,5/3/2024,Corporate Account,Paid
10480,22368,5/20/2023,5/27/2023,3506.55,0,3506.55,5/25/2023,Credit Card,Paid
10481,9754,5/26/2022,6/2/2022,1365.62,0,1365.62,5/29/2022,Credit Card,Paid
10482,8011,4/1/2025,4/8/2025,3975.02,0,3975.02,4/2/2025,Credit Card,Paid
10483,15340,2/23/2023,3/2/2023,3250.86,0,3250.86,2/24/2023,Cash,Paid
10484,2055,9/9/2024,9/16/2024,5406.26,0,5406.26,9/10/2024,Credit Card,Paid
10485,21077,10/3/2023,10/10/2023,4487,0,0,,Bank Transfer,Pending
10486,4122,11/16/2022,11/23/2022,2587.99,256.74,2587.99,11/19/2022,Bank Transfer,Paid
10487,24304,10/14/2025,10/21/2025,992.26,0,992.26,10/15/2025,Credit Card,Paid
10488,11354,2/6/2021,2/13/2021,1654.89,0,1654.89,2/10/2021,Credit Card,Paid
10489,5618,9/13/2024,9/20/2024,4293.91,0,4293.91,9/13/2024,Credit Card,Paid
10490,9771,7/3/2023,7/10/2023,2019.6,0,2019.6,7/5/2023,Bank Transfer,Paid
10491,2708,11/26/2021,12/3/2021,1980.59,93.07,1980.59,11/27/2021,Credit Card,Paid
10492,11506,3/18/2024,3/25/2024,1505.93,70.77,1505.93,3/20/2024,Credit Card,Paid
10493,18336,2/15/2025,2/22/2025,874.01,0,874.01,2/18/2025,Cash,Paid
10494,309,10/26/2025,11/2/2025,793.57,0,793.57,10/28/2025,Credit Card,Paid
10495,14529,3/15/2025,3/22/2025,1207.56,56.75,1207.56,3/17/2025,Bank Transfer,Paid
10496,4978,10/13/2020,10/20/2020,3341.91,0,3341.91,10/15/2020,Bank Transfer,Paid
10497,10375,6/1/2020,6/8/2020,938.71,93.13,0,,Bank Transfer,Pending
10498,21703,9/25/2023,10/2/2023,3091.72,0,3091.72,9/28/2023,Credit Card,Paid
10499,20657,3/16/2023,3/23/2023,2059.7,204.33,2059.7,3/20/2023,Credit Card,Paid
10500,20019,7/25/2020,8/1/2020,3370.59,0,3370.59,7/29/2020,Credit Card,Paid
10501,11836,8/22/2023,8/29/2023,6064.17,0,0,,Cash,Pending
10502,16478,9/25/2025,10/2/2025,1243.13,0,0,,Bank Transfer,Pending
10503,20702,11/14/2020,11/21/2020,2367.47,0,2367.47,11/19/2020,Credit Card,Paid
10504,19590,12/15/2020,12/22/2020,5323.54,0,5323.54,12/19/2020,Cash,Paid
10505,19910,9/7/2024,9/14/2024,2901.15,0,2901.15,9/10/2024,Credit Card,Paid
10506,11649,4/9/2024,4/16/2024,4752.46,0,4752.46,4/9/2024,Corporate Account,Paid
10507,18033,9/22/2021,9/29/2021,5969.77,280.53,5969.77,9/25/2021,Cash,Paid
10508,1237,12/15/2024,12/22/2024,1426.05,0,1426.05,12/16/2024,Cash,Paid
10509,17083,8/8/2021,8/15/2021,1844.37,86.67,1844.37,8/12/2021,Cash,Paid
10510,20718,9/10/2024,9/17/2024,2529.78,118.88,2529.78,9/10/2024,Credit Card,Paid
10511,17268,7/28/2022,8/4/2022,1688.98,0,1688.98,8/1/2022,Credit Card,Paid
10512,16063,1/12/2020,1/19/2020,1765.05,0,1765.05,1/16/2020,Credit Card,Paid
10513,3242,5/19/2023,5/26/2023,718.58,0,718.58,5/23/2023,Cash,Paid
10514,11003,10/7/2021,10/14/2021,1514.95,0,1514.95,10/7/2021,Credit Card,Paid
10515,24543,9/21/2022,9/28/2022,4821.13,478.29,4821.13,9/25/2022,Corporate Account,Paid
10516,13953,2/13/2024,2/20/2024,1536.89,0,0,,Credit Card,Pending
10517,2619,5/16/2023,5/23/2023,916.18,43.05,0,,Credit Card,Pending
10518,5243,6/3/2021,6/10/2021,5005.66,235.23,5005.66,6/4/2021,Corporate Account,Paid
10519,22179,6/24/2023,7/1/2023,916.55,0,916.55,6/24/2023,Bank Transfer,Paid
10520,2633,7/20/2023,7/27/2023,961.66,0,961.66,7/25/2023,Cash,Paid
10521,7215,1/5/2022,1/12/2022,1912.99,0,1912.99,1/10/2022,Credit Card,Paid
10522,3626,3/14/2025,3/21/2025,3996.73,0,3996.73,3/18/2025,Bank Transfer,Paid
10523,19727,3/23/2020,3/30/2020,3496.93,0,3496.93,3/28/2020,Bank Transfer,Paid
10524,2739,12/12/2024,12/19/2024,5669.44,0,5669.44,12/15/2024,Cash,Paid
10525,5523,7/13/2021,7/20/2021,2795.7,277.35,0,,Bank Transfer,Pending
10526,9135,5/18/2025,5/25/2025,576.3,0,576.3,5/23/2025,Cash,Paid
10527,15066,9/6/2022,9/13/2022,1876.48,0,0,,Credit Card,Pending
10528,22143,4/3/2024,4/10/2024,785.41,0,785.41,4/4/2024,Corporate Account,Paid
10529,4091,4/12/2024,4/19/2024,1332.8,0,1332.8,4/12/2024,Cash,Paid
10530,16120,9/24/2021,10/1/2021,7100.26,0,7100.26,9/29/2021,Bank Transfer,Paid
10531,20816,6/5/2025,6/12/2025,952.47,44.76,952.47,6/6/2025,Credit Card,Paid
10532,21216,5/8/2024,5/15/2024,990.14,0,990.14,5/10/2024,Credit Card,Paid
10533,2953,12/13/2021,12/20/2021,2339.69,0,2339.69,12/13/2021,Credit Card,Paid
10534,12538,5/9/2022,5/16/2022,1952.82,0,1952.82,5/12/2022,Cash,Paid
10535,6571,10/23/2025,10/30/2025,880.06,0,880.06,10/24/2025,Bank Transfer,Paid
10536,4192,6/17/2021,6/24/2021,1687.42,0,1687.42,6/21/2021,Cash,Paid
10537,7481,10/23/2020,10/30/2020,3241.28,0,0,,Bank Transfer,Pending
10538,11121,11/16/2022,11/23/2022,2211.69,0,2211.69,11/16/2022,Bank Transfer,Paid
10539,23987,10/12/2023,10/19/2023,2449.76,0,2449.76,10/16/2023,Cash,Paid
10540,1121,3/13/2021,3/20/2021,2942.04,463.56,2942.04,3/15/2021,Bank Transfer,Paid
10541,9757,2/14/2021,2/21/2021,567.86,56.34,567.86,2/19/2021,Credit Card,Paid
10542,10430,8/13/2020,8/20/2020,1800.68,0,1800.68,8/14/2020,Bank Transfer,Paid
10543,18812,4/22/2023,4/29/2023,587.16,0,0,,Credit Card,Pending
10544,2994,12/9/2024,12/16/2024,4365.61,0,4365.61,12/10/2024,Corporate Account,Paid
10545,17006,2/7/2022,2/14/2022,6799.07,0,6799.07,2/9/2022,Credit Card,Paid
10546,12640,9/17/2022,9/24/2022,1478.94,0,1478.94,9/18/2022,Cash,Paid
10547,4216,4/16/2025,4/23/2025,5120.29,0,5120.29,4/21/2025,Credit Card,Paid
10548,1091,2/12/2025,2/19/2025,988.66,0,988.66,2/15/2025,Cash,Paid
10549,8453,7/4/2025,7/11/2025,6195.92,0,6195.92,7/7/2025,Credit Card,Paid
10550,4401,8/5/2024,8/12/2024,2014.9,0,2014.9,8/9/2024,Credit Card,Paid
10551,4296,4/20/2024,4/27/2024,3140.72,0,0,,Corporate Account,Pending
10552,7023,8/25/2020,9/1/2020,948.93,0,948.93,8/27/2020,Bank Transfer,Paid
10553,14929,8/25/2024,9/1/2024,3451.02,0,3451.02,8/30/2024,Bank Transfer,Paid
10554,17454,1/12/2021,1/19/2021,3363.34,0,3363.34,1/13/2021,Credit Card,Paid
10555,15321,5/28/2025,6/4/2025,2597.2,0,2597.2,6/1/2025,Bank Transfer,Paid
10556,12574,11/23/2022,11/30/2022,3718.7,0,3718.7,11/26/2022,Bank Transfer,Paid
10557,12726,4/25/2021,5/2/2021,1706.24,0,1706.24,4/28/2021,Bank Transfer,Paid
10558,22633,8/7/2025,8/14/2025,2535.05,0,2535.05,8/9/2025,Cash,Paid
10559,16447,4/23/2020,4/30/2020,1849.77,0,1849.77,4/25/2020,Corporate Account,Paid
10560,4797,9/14/2022,9/21/2022,1056.26,0,1056.26,9/17/2022,Corporate Account,Paid
10561,11092,6/4/2025,6/11/2025,1633.09,162.01,1633.09,6/4/2025,Cash,Paid
10562,24164,9/15/2023,9/22/2023,3552.27,166.93,3552.27,9/15/2023,Credit Card,Paid
10563,15120,8/9/2023,8/16/2023,1792.01,282.35,1792.01,8/9/2023,Bank Transfer,Paid
10564,16364,2/10/2020,2/17/2020,810.62,0,810.62,2/10/2020,Credit Card,Paid
10565,4646,4/27/2020,5/4/2020,1614.52,0,1614.52,4/30/2020,Corporate Account,Paid
10566,5266,6/23/2024,6/30/2024,1301,0,0,,Credit Card,Pending
10567,16718,10/4/2024,10/11/2024,1973.98,0,0,,Credit Card,Pending
10568,7040,8/5/2022,8/12/2022,1559.4,0,1559.4,8/5/2022,Cash,Paid
10569,4906,7/24/2023,7/31/2023,472.92,46.92,472.92,7/26/2023,Credit Card,Paid
10570,4738,12/26/2024,1/2/2025,1417.66,0,1417.66,12/28/2024,Cash,Paid
10571,20674,10/17/2024,10/24/2024,2763.99,129.89,2763.99,10/22/2024,Bank Transfer,Paid
10572,18684,5/11/2025,5/18/2025,990.76,0,990.76,5/12/2025,Cash,Paid
10573,19560,1/15/2025,1/22/2025,3297.43,0,3297.43,1/16/2025,Credit Card,Paid
10574,6170,10/1/2025,10/8/2025,3467.07,162.93,3467.07,10/4/2025,Bank Transfer,Paid
10575,14020,1/17/2020,1/24/2020,1157.4,0,1157.4,1/22/2020,Bank Transfer,Paid
10576,1009,10/22/2025,10/29/2025,1172.29,0,1172.29,10/23/2025,Credit Card,Paid
10577,9053,10/21/2021,10/28/2021,2583.45,0,0,,Credit Card,Pending
10578,8024,11/16/2022,11/23/2022,2852.74,283.01,2852.74,11/21/2022,Bank Transfer,Paid
10579,1341,6/11/2023,6/18/2023,369.68,0,369.68,6/13/2023,Cash,Paid
10580,15971,4/19/2022,4/26/2022,2577.14,406.06,2577.14,4/23/2022,Bank Transfer,Paid
10581,2181,2/24/2022,3/3/2022,4160.66,0,4160.66,3/1/2022,Bank Transfer,Paid
10582,16058,4/23/2025,4/30/2025,3320.83,0,3320.83,4/25/2025,Credit Card,Paid
10583,21202,10/15/2022,10/22/2022,649.12,0,649.12,10/18/2022,Credit Card,Paid
10584,24239,4/18/2024,4/25/2024,1047.73,0,1047.73,4/22/2024,Cash,Paid
10585,14859,9/21/2022,9/28/2022,2430.33,114.21,0,,Credit Card,Overdue
10586,9652,9/9/2024,9/16/2024,1260.2,0,1260.2,9/12/2024,Credit Card,Paid
10587,2511,4/11/2025,4/18/2025,2131.95,0,2131.95,4/13/2025,Credit Card,Paid
10588,19996,6/13/2020,6/20/2020,1476.19,0,1476.19,6/13/2020,Corporate Account,Paid
10589,24554,4/1/2021,4/8/2021,813.14,0,813.14,4/5/2021,Credit Card,Paid
10590,18072,4/1/2020,4/8/2020,3876.21,0,3876.21,4/4/2020,Bank Transfer,Paid
10591,3151,3/2/2021,3/9/2021,4813.49,477.53,4813.49,3/5/2021,Credit Card,Paid
10592,16440,6/18/2024,6/25/2024,3664.4,0,3664.4,6/21/2024,Cash,Paid
10593,3485,5/20/2020,5/27/2020,3343,0,3343,5/20/2020,Cash,Paid
10594,6591,8/12/2025,8/19/2025,4891.77,485.29,0,,Cash,Pending
10595,5916,9/17/2023,9/24/2023,3148.46,0,0,,Credit Card,Pending
10596,13901,12/11/2022,12/18/2022,555.99,26.13,0,,Credit Card,Pending
10597,3514,10/13/2021,10/20/2021,2569.16,0,2569.16,10/14/2021,Credit Card,Paid
10598,13801,6/4/2025,6/11/2025,2482.84,116.67,0,,Credit Card,Pending
10599,10981,4/27/2020,5/4/2020,4959.78,0,4959.78,4/28/2020,Bank Transfer,Paid
10600,19031,9/16/2024,9/23/2024,943.17,210.53,943.17,9/20/2024,Bank Transfer,Paid
