ShiftID,EmployeeID,ShiftDate,StartTime,EndTime,DepartmentID,ShiftType,HoursWorked,OvertimeHours,Status
5156,35,4/5/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Scheduled
5157,59,4/5/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5158,20,4/5/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
5159,60,4/5/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
5160,60,4/5/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
5161,61,4/5/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5162,69,4/5/2020,6:00:00 AM,2:00:00 PM,5,Morning,11,3,Completed
5163,93,4/5/2020,2:00:00 PM,10:00:00 PM,5,Evening,12,4,Completed
5164,13,4/5/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5165,13,4/5/2020,10:00:00 PM,6:00:00 AM,5,Night,12,4,Completed
5166,61,4/5/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5167,94,4/5/2020,6:00:00 AM,2:00:00 PM,6,Morning,7,0,Missed
5168,30,4/5/2020,6:00:00 AM,2:00:00 PM,6,Morning,10,2,Completed
5169,78,4/5/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5170,86,4/5/2020,2:00:00 PM,10:00:00 PM,6,Evening,9,2,Completed
5171,38,4/5/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
5172,62,4/5/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5173,79,4/5/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5174,71,4/5/2020,2:00:00 PM,10:00:00 PM,7,Evening,9,1,Completed
5175,95,4/5/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
5176,96,4/5/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5177,8,4/5/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5178,72,4/5/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5179,40,4/5/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5180,24,4/5/2020,2:00:00 PM,10:00:00 PM,8,Evening,10,2,Missed
5181,48,4/5/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5182,56,4/5/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Missed
5183,96,4/5/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5184,88,4/5/2020,10:00:00 PM,6:00:00 AM,8,Night,10,2,Completed
5185,65,4/6/2020,6:00:00 AM,2:00:00 PM,1,Morning,6,0,Missed
5186,81,4/6/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5187,89,4/6/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Missed
5188,33,4/6/2020,2:00:00 PM,10:00:00 PM,1,Evening,7,0,Completed
5189,81,4/6/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
5190,1,4/6/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
5191,2,4/6/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5192,18,4/6/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5193,66,4/6/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5194,34,4/6/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5195,82,4/6/2020,2:00:00 PM,10:00:00 PM,2,Evening,11,3,Completed
5196,34,4/6/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5197,58,4/6/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Scheduled
5198,74,4/6/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5199,18,4/6/2020,10:00:00 PM,6:00:00 AM,2,Night,6,1,Completed
5200,26,4/6/2020,10:00:00 PM,6:00:00 AM,2,Night,5,0,Completed
5201,82,4/6/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5202,66,4/6/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5203,19,4/6/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5204,99,4/6/2020,6:00:00 AM,2:00:00 PM,3,Morning,9,1,Missed
5205,91,4/6/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5206,19,4/6/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5207,91,4/6/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Missed
5208,99,4/6/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5209,67,4/6/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5210,99,4/6/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Missed
5211,83,4/6/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5212,28,4/6/2020,6:00:00 AM,2:00:00 PM,4,Morning,11,3,Missed
5213,52,4/6/2020,2:00:00 PM,10:00:00 PM,4,Evening,9,4,Completed
5214,100,4/6/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Missed
5215,13,4/6/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5216,29,4/6/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Missed
5217,13,4/6/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5218,37,4/6/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5219,5,4/6/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Missed
5220,37,4/6/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Scheduled
5221,38,4/6/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5222,22,4/6/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5223,38,4/6/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5224,70,4/6/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Scheduled
5225,30,4/6/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
5226,22,4/6/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5227,87,4/6/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5228,63,4/6/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
5229,55,4/6/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
5230,80,4/6/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5231,72,4/6/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Scheduled
5232,64,4/6/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5233,32,4/6/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5234,64,4/6/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Missed
5235,80,4/6/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5236,80,4/6/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5237,40,4/6/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5238,64,4/6/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5239,73,4/7/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5240,81,4/7/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5241,33,4/7/2020,2:00:00 PM,10:00:00 PM,1,Evening,12,4,Completed
5242,81,4/7/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Missed
5243,17,4/7/2020,10:00:00 PM,6:00:00 AM,1,Night,7,1,Completed
5244,1,4/7/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
5245,34,4/7/2020,6:00:00 AM,2:00:00 PM,2,Morning,12,4,Completed
5246,58,4/7/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5247,26,4/7/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5248,42,4/7/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5249,58,4/7/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5250,82,4/7/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Missed
5251,98,4/7/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5252,66,4/7/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Missed
5253,2,4/7/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5254,66,4/7/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5255,26,4/7/2020,10:00:00 PM,6:00:00 AM,2,Night,7,0,Completed
5256,82,4/7/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5257,3,4/7/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Missed
5258,27,4/7/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5259,43,4/7/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5260,99,4/7/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Missed
5261,35,4/7/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5262,67,4/7/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Scheduled
5263,75,4/7/2020,10:00:00 PM,6:00:00 AM,3,Night,10,2,Completed
5264,59,4/7/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5265,27,4/7/2020,10:00:00 PM,6:00:00 AM,3,Night,10,2,Completed
5266,76,4/7/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Missed
5267,12,4/7/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
5268,52,4/7/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Missed
5269,5,4/7/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5270,29,4/7/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5271,61,4/7/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5272,5,4/7/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Missed
5273,37,4/7/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5274,93,4/7/2020,10:00:00 PM,6:00:00 AM,5,Night,6,0,Completed
5275,22,4/7/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5276,62,4/7/2020,6:00:00 AM,2:00:00 PM,6,Morning,7,0,Missed
5277,94,4/7/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5278,6,4/7/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5279,86,4/7/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5280,62,4/7/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5281,87,4/7/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5282,95,4/7/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
5283,15,4/7/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
5284,16,4/7/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5285,56,4/7/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5286,88,4/7/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5287,88,4/7/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5288,80,4/7/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5289,72,4/7/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5290,8,4/7/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5291,80,4/7/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5292,56,4/7/2020,10:00:00 PM,6:00:00 AM,8,Night,5,0,Completed
5293,49,4/8/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5294,17,4/8/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5295,41,4/8/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Missed
5296,25,4/8/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
5297,1,4/8/2020,10:00:00 PM,6:00:00 AM,1,Night,12,4,Missed
5298,97,4/8/2020,10:00:00 PM,6:00:00 AM,1,Night,10,2,Completed
5299,82,4/8/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5300,34,4/8/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5301,10,4/8/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5302,74,4/8/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
5303,34,4/8/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5304,82,4/8/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5305,98,4/8/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5306,42,4/8/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5307,58,4/8/2020,10:00:00 PM,6:00:00 AM,2,Night,6,0,Completed
5308,82,4/8/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5309,90,4/8/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5310,98,4/8/2020,10:00:00 PM,6:00:00 AM,2,Night,12,4,Completed
5311,75,4/8/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Scheduled
5312,67,4/8/2020,6:00:00 AM,2:00:00 PM,3,Morning,10,2,Completed
5313,19,4/8/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5314,75,4/8/2020,2:00:00 PM,10:00:00 PM,3,Evening,7,0,Missed
5315,11,4/8/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5316,19,4/8/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5317,51,4/8/2020,10:00:00 PM,6:00:00 AM,3,Night,12,4,Completed
5318,59,4/8/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5319,11,4/8/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5320,100,4/8/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
5321,84,4/8/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Missed
5322,68,4/8/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
5323,21,4/8/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5324,45,4/8/2020,6:00:00 AM,2:00:00 PM,5,Morning,7,0,Completed
5325,69,4/8/2020,2:00:00 PM,10:00:00 PM,5,Evening,11,3,Completed
5326,85,4/8/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5327,61,4/8/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5328,69,4/8/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5329,78,4/8/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5330,30,4/8/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5331,38,4/8/2020,2:00:00 PM,10:00:00 PM,6,Evening,9,1,Completed
5332,70,4/8/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Missed
5333,14,4/8/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5334,70,4/8/2020,10:00:00 PM,6:00:00 AM,6,Night,11,3,Completed
5335,47,4/8/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5336,79,4/8/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
5337,39,4/8/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Scheduled
5338,80,4/8/2020,6:00:00 AM,2:00:00 PM,8,Morning,7,1,Completed
5339,32,4/8/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Scheduled
5340,40,4/8/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5341,48,4/8/2020,2:00:00 PM,10:00:00 PM,8,Evening,10,2,Completed
5342,64,4/8/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5343,96,4/8/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5344,40,4/8/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5345,96,4/8/2020,10:00:00 PM,6:00:00 AM,8,Night,5,0,Completed
5346,80,4/8/2020,10:00:00 PM,6:00:00 AM,8,Night,11,3,Completed
5347,57,4/9/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5348,17,4/9/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Missed
5349,41,4/9/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
5350,9,4/9/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
5351,33,4/9/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
5352,1,4/9/2020,10:00:00 PM,6:00:00 AM,1,Night,10,2,Completed
5353,74,4/9/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5354,90,4/9/2020,6:00:00 AM,2:00:00 PM,2,Morning,11,3,Completed
5355,10,4/9/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
5356,58,4/9/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5357,42,4/9/2020,2:00:00 PM,10:00:00 PM,2,Evening,5,0,Completed
5358,90,4/9/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5359,66,4/9/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5360,34,4/9/2020,2:00:00 PM,10:00:00 PM,2,Evening,10,2,Missed
5361,10,4/9/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5362,82,4/9/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Missed
5363,58,4/9/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5364,34,4/9/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5365,99,4/9/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5366,35,4/9/2020,6:00:00 AM,2:00:00 PM,3,Morning,7,0,Completed
5367,27,4/9/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5368,83,4/9/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5369,35,4/9/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5370,43,4/9/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5371,3,4/9/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5372,67,4/9/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5373,91,4/9/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5374,68,4/9/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
5375,52,4/9/2020,2:00:00 PM,10:00:00 PM,4,Evening,6,0,Completed
5376,12,4/9/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Missed
5377,69,4/9/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5378,61,4/9/2020,6:00:00 AM,2:00:00 PM,5,Morning,5,0,Completed
5379,69,4/9/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Missed
5380,45,4/9/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5381,69,4/9/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5382,85,4/9/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5383,46,4/9/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5384,54,4/9/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5385,14,4/9/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5386,94,4/9/2020,2:00:00 PM,10:00:00 PM,6,Evening,7,0,Missed
5387,46,4/9/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
5388,54,4/9/2020,10:00:00 PM,6:00:00 AM,6,Night,7,0,Scheduled
5389,23,4/9/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5390,7,4/9/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
5391,15,4/9/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
5392,96,4/9/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5393,56,4/9/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5394,8,4/9/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Scheduled
5395,32,4/9/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5396,72,4/9/2020,2:00:00 PM,10:00:00 PM,8,Evening,10,2,Completed
5397,88,4/9/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5398,24,4/9/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Scheduled
5399,72,4/9/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5400,96,4/9/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5401,1,4/10/2020,6:00:00 AM,2:00:00 PM,1,Morning,10,2,Missed
5402,73,4/10/2020,6:00:00 AM,2:00:00 PM,1,Morning,9,1,Completed
5403,49,4/10/2020,2:00:00 PM,10:00:00 PM,1,Evening,5,0,Completed
5404,97,4/10/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
5405,33,4/10/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
5406,89,4/10/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
5407,90,4/10/2020,6:00:00 AM,2:00:00 PM,2,Morning,11,3,Completed
5408,58,4/10/2020,6:00:00 AM,2:00:00 PM,2,Morning,9,1,Scheduled
5409,50,4/10/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5410,42,4/10/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5411,18,4/10/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5412,58,4/10/2020,2:00:00 PM,10:00:00 PM,2,Evening,10,2,Completed
5413,10,4/10/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5414,74,4/10/2020,2:00:00 PM,10:00:00 PM,2,Evening,6,0,Missed
5415,2,4/10/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5416,10,4/10/2020,10:00:00 PM,6:00:00 AM,2,Night,10,2,Completed
5417,58,4/10/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5418,82,4/10/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5419,27,4/10/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Missed
5420,11,4/10/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5421,19,4/10/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
5422,11,4/10/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5423,83,4/10/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5424,3,4/10/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
5425,67,4/10/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5426,83,4/10/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Missed
5427,75,4/10/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
5428,4,4/10/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
5429,100,4/10/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
5430,44,4/10/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
5431,13,4/10/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Scheduled
5432,85,4/10/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
5433,45,4/10/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5434,21,4/10/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
5435,77,4/10/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
5436,53,4/10/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Missed
5437,38,4/10/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5438,46,4/10/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
5439,22,4/10/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5440,6,4/10/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
5441,94,4/10/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
5442,86,4/10/2020,10:00:00 PM,6:00:00 AM,6,Night,9,1,Completed
5443,39,4/10/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
5444,23,4/10/2020,2:00:00 PM,10:00:00 PM,7,Evening,9,1,Completed
5445,47,4/10/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Missed
5446,96,4/10/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
5447,56,4/10/2020,6:00:00 AM,2:00:00 PM,8,Morning,11,3,Completed
5448,72,4/10/2020,6:00:00 AM,2:00:00 PM,8,Morning,7,1,Completed
5449,80,4/10/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5450,24,4/10/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
5451,96,4/10/2020,2:00:00 PM,10:00:00 PM,8,Evening,12,4,Completed
5452,64,4/10/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
5453,24,4/10/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Missed
5454,32,4/10/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Missed
5455,41,4/11/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5456,9,4/11/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
5457,65,4/11/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
5458,25,4/11/2020,2:00:00 PM,10:00:00 PM,1,Evening,10,2,Completed
5459,25,4/11/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
5460,65,4/11/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Scheduled
5461,98,4/11/2020,6:00:00 AM,2:00:00 PM,2,Morning,10,2,Completed
5462,18,4/11/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5463,90,4/11/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5464,42,4/11/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
5465,58,4/11/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Missed
5466,42,4/11/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5467,2,4/11/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
5468,26,4/11/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Scheduled
5469,10,4/11/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5470,90,4/11/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5471,2,4/11/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
5472,34,4/11/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Scheduled
5473,91,4/11/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Missed
