GuestID,ServiceID,Rating,Comments,FeedbackDate
292,3,5,Highly recommend!,10/21/2021
2627,4,4,Great hotel!,12/9/2025
464,1,4,Nice experience,9/16/2025
2388,2,1,Very poor,3/17/2025
2300,11,5,Excellent service!,3/17/2024
641,13,2,Poor service,6/27/2023
1806,2,3,Decent hotel,5/17/2021
2121,10,4,Very good service,8/16/2023
2514,3,1,Would not recommend,10/21/2022
1155,10,5,Amazing staff!,3/14/2022
759,10,5,Excellent service!,10/9/2023
2108,12,2,Below expectations,8/6/2022
2270,1,2,Poor service,10/13/2020
361,1,3,Decent hotel,11/25/2024
83,1,5,Excellent service!,4/27/2023
1101,6,3,Fair experience,12/11/2022
1761,4,5,Amazing staff!,10/12/2021
1693,2,4,Great hotel!,12/23/2020
2700,3,3,Okay service,4/9/2025
2371,1,2,Needs improvement,1/25/2023
2675,13,2,Below expectations,7/2/2025
2763,4,3,Could be better,9/5/2021
2677,11,4,Friendly staff,6/1/2023
916,2,5,Perfect stay!,6/21/2021
783,1,3,Fair experience,7/21/2021
598,4,5,Perfect stay!,1/24/2024
1873,5,4,Very good service,5/30/2021
2983,9,3,Decent hotel,1/14/2020
2403,8,1,Would not recommend,7/9/2023
1331,15,4,Friendly staff,5/2/2020
2212,5,4,Friendly staff,6/13/2020
2339,10,5,Perfect stay!,2/4/2020
2163,4,1,Extremely disappointed,3/22/2023
794,10,4,Good value,11/15/2025
251,2,4,Good value,8/19/2023
1511,4,4,Nice experience,2/1/2025
1063,2,4,Nice experience,6/27/2021
2923,6,4,Nice experience,2/10/2023
2861,14,5,Highly recommend!,4/12/2024
630,2,5,Outstanding experience!,6/14/2023
1671,12,4,Good value,1/11/2025
2138,13,1,Would not recommend,7/15/2020
1593,15,3,Okay service,10/26/2021
807,7,3,Decent hotel,10/16/2023
435,10,5,Highly recommend!,7/25/2023
2719,13,3,Could be better,4/14/2021
2266,15,1,Extremely disappointed,2/6/2023
260,7,5,Perfect stay!,2/21/2021
154,7,4,Nice experience,4/30/2024
2363,6,5,Highly recommend!,8/8/2022
217,6,4,Friendly staff,4/1/2022
186,1,4,Friendly staff,2/21/2025
2010,15,3,Average stay,7/22/2023
2736,2,3,Okay service,12/27/2020
1329,14,4,Friendly staff,1/4/2023
716,2,4,Great hotel!,2/3/2025
2766,13,4,Good value,5/8/2023
867,4,4,Great hotel!,7/14/2023
1299,13,1,Extremely disappointed,11/11/2021
1066,3,5,Excellent service!,8/22/2023
202,3,4,Friendly staff,9/8/2022
1984,9,4,Good value,8/6/2021
2512,1,3,Decent hotel,12/13/2022
752,10,5,Outstanding experience!,7/24/2025
178,15,4,Very good service,1/28/2022
1045,9,4,Great hotel!,1/13/2022
2799,14,5,Outstanding experience!,4/11/2022
167,1,2,Below expectations,9/5/2024
375,10,4,Good value,12/13/2021
2462,10,5,Highly recommend!,8/3/2022
2925,4,4,Nice experience,11/20/2025
706,1,5,Highly recommend!,8/31/2023
1502,10,5,Excellent service!,8/12/2025
1805,8,4,Great hotel!,8/4/2024
2752,10,5,Excellent service!,6/19/2021
603,14,3,Fair experience,11/11/2024
2344,11,5,Excellent service!,3/16/2025
3000,6,4,Very good service,6/9/2022
1610,2,3,Decent hotel,3/28/2022
2737,15,4,Friendly staff,8/18/2022
2307,10,4,Nice experience,11/23/2021
1649,4,5,Outstanding experience!,8/19/2024
1180,8,5,Highly recommend!,7/28/2024
1850,10,3,Okay service,12/28/2020
1710,12,5,Excellent service!,6/11/2022
1809,14,4,Good value,1/4/2021
2102,6,2,Disappointing,9/10/2021
940,14,4,Great hotel!,11/18/2021
2924,9,2,Not satisfied,5/2/2022
2358,13,5,Amazing staff!,6/11/2024
1977,15,2,Poor service,11/29/2025
1455,11,5,Perfect stay!,9/6/2024
2501,8,4,Very good service,12/30/2023
1955,5,1,Extremely disappointed,12/13/2024
1348,3,3,Okay service,5/14/2024
2659,15,1,Extremely disappointed,6/23/2023
2610,3,2,Not satisfied,2/19/2024
2200,14,4,Good value,3/11/2024
1371,5,4,Friendly staff,9/6/2023
525,9,4,Nice experience,4/6/2025
1501,13,4,Good value,1/7/2021
152,1,5,Perfect stay!,8/29/2022
1180,8,4,Friendly staff,2/28/2023
369,6,1,Very poor,4/1/2024
1499,2,5,Excellent service!,9/20/2021
1379,3,5,Highly recommend!,12/2/2024
521,15,5,Excellent service!,8/23/2020
1810,14,4,Nice experience,7/28/2025
892,13,4,Good value,7/7/2020
142,2,4,Very good service,5/17/2022
50,15,4,Good value,12/20/2025
2285,11,5,Perfect stay!,5/14/2021
2167,10,4,Very good service,5/27/2023
2311,6,5,Outstanding experience!,2/26/2020
1603,14,3,Fair experience,1/13/2021
1989,3,4,Friendly staff,12/31/2024
773,13,4,Good value,7/2/2021
54,5,4,Good value,3/5/2024
917,13,5,Amazing staff!,4/9/2020
1460,1,3,Fair experience,6/13/2024
1973,1,3,Okay service,2/25/2021
1769,13,4,Nice experience,4/7/2025
604,14,4,Very good service,5/3/2025
1807,14,5,Perfect stay!,6/6/2022
2326,9,3,Could be better,9/19/2025
246,3,3,Average stay,12/5/2024
2843,3,3,Average stay,8/11/2022
905,5,1,Terrible experience,7/4/2023
1193,12,5,Amazing staff!,11/23/2020
1654,15,5,Perfect stay!,5/28/2024
2232,8,4,Great hotel!,7/6/2025
546,2,4,Friendly staff,1/26/2023
336,10,5,Amazing staff!,10/30/2021
951,10,3,Average stay,6/1/2022
2430,4,4,Nice experience,4/26/2025
1462,13,5,Amazing staff!,12/29/2025
1903,10,2,Below expectations,1/5/2023
2448,12,4,Good value,4/26/2021
2021,14,5,Amazing staff!,11/8/2024
1391,7,4,Good value,8/30/2021
2719,3,4,Very good service,6/9/2025
772,12,5,Excellent service!,5/31/2024
215,7,3,Fair experience,7/12/2024
74,14,5,Excellent service!,4/28/2024
860,15,4,Friendly staff,3/28/2023
1761,4,5,Outstanding experience!,2/20/2020
281,8,5,Excellent service!,3/6/2020
771,1,2,Needs improvement,6/23/2023
277,6,3,Could be better,2/29/2024
2591,11,5,Outstanding experience!,7/13/2021
2977,1,5,Highly recommend!,5/21/2022
2702,10,4,Good value,10/9/2022
746,15,4,Friendly staff,5/6/2025
1019,5,5,Excellent service!,6/20/2025
2979,10,4,Nice experience,2/9/2022
511,10,5,Highly recommend!,1/17/2021
1586,4,1,Would not recommend,11/6/2020
193,8,4,Good value,2/24/2021
525,4,4,Good value,6/21/2023
180,4,3,Fair experience,3/23/2023
517,9,3,Fair experience,12/31/2020
416,13,4,Nice experience,4/10/2025
1813,12,1,Would not recommend,5/6/2020
2716,13,5,Excellent service!,2/16/2021
1399,6,3,Okay service,3/5/2025
1428,11,5,Outstanding experience!,12/19/2023
767,4,4,Friendly staff,12/1/2020
2358,12,3,Fair experience,1/1/2023
2282,3,3,Fair experience,3/6/2025
1654,8,5,Amazing staff!,4/21/2021
412,14,3,Okay service,12/6/2023
2195,12,4,Good value,6/26/2024
536,12,4,Very good service,7/9/2021
2926,14,4,Good value,4/11/2020
2864,7,3,Fair experience,2/16/2025
608,14,4,Good value,10/26/2023
1486,6,1,Awful service,8/4/2020
202,5,5,Highly recommend!,12/31/2023
1442,8,5,Excellent service!,10/20/2023
592,8,3,Decent hotel,12/18/2020
290,14,4,Great hotel!,10/1/2024
2080,9,5,Outstanding experience!,9/20/2021
895,10,2,Needs improvement,11/28/2022
447,2,4,Great hotel!,11/27/2020
1751,11,2,Disappointing,4/13/2023
694,14,5,Outstanding experience!,3/11/2023
2284,5,3,Fair experience,3/6/2022
527,3,3,Decent hotel,6/6/2024
2246,5,5,Outstanding experience!,6/15/2025
350,6,4,Good value,12/23/2022
1252,15,1,Terrible experience,3/28/2020
1682,1,4,Nice experience,1/25/2020
1495,1,4,Good value,2/21/2022
1483,11,2,Needs improvement,3/7/2025
1862,7,4,Great hotel!,10/24/2023
1856,1,5,Perfect stay!,3/27/2022
1290,5,4,Great hotel!,8/15/2022
2922,5,4,Very good service,6/20/2022
2306,1,4,Very good service,2/8/2020
2999,2,3,Decent hotel,7/1/2021
1561,4,5,Excellent service!,4/5/2023
1519,3,5,Perfect stay!,12/4/2020
401,9,2,Below expectations,7/23/2022
1767,11,5,Outstanding experience!,10/17/2024
2805,4,3,Okay service,5/13/2025
949,3,2,Poor service,12/21/2021
2983,15,3,Decent hotel,9/10/2021
409,13,5,Perfect stay!,7/29/2025
358,6,5,Amazing staff!,10/21/2022
2423,12,4,Very good service,11/24/2021
1078,5,5,Amazing staff!,6/19/2024
755,11,4,Good value,1/23/2022
332,15,4,Friendly staff,11/10/2025
2051,10,5,Outstanding experience!,3/8/2021
797,15,3,Average stay,5/4/2024
1257,12,2,Poor service,9/12/2025
1863,14,2,Not satisfied,10/27/2024
1316,13,3,Fair experience,11/6/2021
1719,14,4,Very good service,2/2/2020
483,15,5,Amazing staff!,6/16/2025
1468,9,4,Nice experience,1/9/2023
2645,1,3,Average stay,6/12/2025
1983,8,4,Friendly staff,1/8/2021
2707,1,3,Could be better,12/6/2021
2426,15,2,Not satisfied,9/4/2023
554,11,2,Disappointing,7/23/2025
713,15,5,Perfect stay!,3/13/2022
2442,7,2,Not satisfied,6/19/2023
1236,5,5,Outstanding experience!,6/15/2021
1041,1,1,Would not recommend,9/10/2023
2639,8,3,Fair experience,12/30/2021
958,2,5,Highly recommend!,7/1/2020
1048,12,1,Would not recommend,12/29/2020
873,9,4,Good value,3/25/2022
841,14,5,Perfect stay!,12/13/2021
267,5,4,Friendly staff,5/26/2025
2901,9,5,Outstanding experience!,11/13/2022
2383,11,1,Terrible experience,8/12/2023
914,8,4,Great hotel!,7/12/2025
252,9,2,Needs improvement,9/16/2025
2714,13,2,Not satisfied,2/14/2022
1690,6,2,Needs improvement,12/31/2023
309,9,5,Perfect stay!,7/1/2024
2425,4,2,Disappointing,9/13/2024
1169,3,1,Terrible experience,9/16/2021
2653,12,4,Great hotel!,7/4/2021
474,5,4,Nice experience,4/30/2022
1178,7,3,Okay service,8/5/2022
1412,6,5,Excellent service!,8/13/2021
1783,4,4,Good value,10/23/2020
163,8,3,Could be better,9/28/2021
192,1,5,Highly recommend!,3/19/2021
2356,6,4,Great hotel!,8/29/2022
339,10,3,Fair experience,5/12/2023
2822,8,4,Great hotel!,7/5/2023
2987,15,4,Friendly staff,10/4/2023
2629,14,2,Poor service,8/2/2024
2114,8,2,Poor service,8/30/2023
2469,8,5,Perfect stay!,2/22/2022
323,8,5,Highly recommend!,11/27/2020
2968,3,5,Excellent service!,2/4/2020
399,5,4,Nice experience,10/15/2022
2521,3,5,Perfect stay!,8/11/2023
1246,12,5,Excellent service!,10/22/2021
2228,3,5,Highly recommend!,9/14/2025
2362,3,4,Great hotel!,4/16/2024
2947,6,5,Excellent service!,11/6/2025
2737,5,5,Perfect stay!,8/9/2022
1329,13,5,Outstanding experience!,6/11/2023
2883,7,3,Okay service,11/22/2022
2357,14,3,Fair experience,10/6/2021
2768,15,3,Average stay,4/14/2025
2190,3,4,Good value,12/12/2021
1229,11,4,Great hotel!,9/2/2025
2551,7,5,Highly recommend!,5/23/2020
1408,7,5,Excellent service!,11/22/2023
152,1,3,Could be better,9/30/2025
323,4,4,Friendly staff,11/22/2023
397,7,4,Nice experience,1/17/2020
2042,12,5,Outstanding experience!,2/23/2025
1279,3,5,Outstanding experience!,10/26/2020
1675,8,5,Outstanding experience!,8/24/2025
2526,12,5,Highly recommend!,3/4/2023
2713,2,3,Fair experience,3/4/2023
2603,1,4,Very good service,9/6/2024
890,7,5,Excellent service!,1/11/2023
2328,6,2,Below expectations,8/26/2020
842,5,5,Amazing staff!,7/15/2024
181,5,2,Poor service,8/13/2020
2965,10,5,Excellent service!,7/5/2023
1705,7,3,Okay service,6/15/2025
2351,11,5,Perfect stay!,11/3/2020
2982,12,4,Friendly staff,7/12/2025
2533,2,1,Very poor,3/16/2025
271,12,5,Perfect stay!,6/3/2020
2076,13,4,Friendly staff,8/6/2022
1937,7,5,Excellent service!,11/2/2024
1161,7,5,Excellent service!,10/22/2021
853,1,2,Below expectations,10/14/2021
1365,11,4,Great hotel!,1/27/2023
2271,2,5,Amazing staff!,5/17/2020
1527,3,5,Outstanding experience!,4/7/2025
116,2,4,Nice experience,1/3/2022
925,15,5,Amazing staff!,10/12/2020
63,4,4,Nice experience,1/20/2024
2457,12,4,Friendly staff,1/12/2021
165,6,5,Excellent service!,3/3/2023
2648,13,4,Nice experience,4/26/2020
1379,2,5,Excellent service!,10/29/2024
228,8,5,Perfect stay!,1/19/2025
2321,12,1,Very poor,6/1/2020
375,9,4,Friendly staff,10/3/2023
615,6,4,Nice experience,4/1/2023
339,11,4,Very good service,4/7/2020
1498,5,2,Needs improvement,6/8/2024
619,4,5,Highly recommend!,1/26/2021
305,12,4,Great hotel!,11/15/2021
910,3,4,Good value,7/19/2024
670,3,5,Outstanding experience!,2/24/2021
2688,3,5,Perfect stay!,9/19/2023
2758,4,4,Great hotel!,10/5/2024
164,1,4,Very good service,4/1/2025
616,13,4,Nice experience,5/7/2020
2706,5,1,Extremely disappointed,2/13/2021
1043,11,5,Perfect stay!,3/31/2022
1557,6,3,Decent hotel,5/28/2021
2526,2,3,Could be better,3/12/2022
1497,7,5,Excellent service!,6/22/2023
2564,6,3,Fair experience,5/3/2020
714,11,4,Very good service,11/19/2022
2783,11,5,Excellent service!,4/9/2024
2531,9,3,Decent hotel,6/22/2022
801,8,5,Excellent service!,12/5/2024
831,1,5,Excellent service!,9/26/2025
768,2,3,Okay service,12/6/2020
694,1,2,Not satisfied,1/12/2023
2463,14,4,Very good service,10/12/2021
1091,14,2,Poor service,1/4/2020
510,12,4,Great hotel!,8/16/2025
653,14,5,Excellent service!,1/13/2020
1704,12,2,Needs improvement,3/29/2021
778,15,3,Fair experience,5/26/2025
1109,9,5,Perfect stay!,8/22/2024
1642,9,4,Very good service,6/26/2024
2232,11,3,Average stay,4/25/2025
479,1,4,Nice experience,11/14/2024
1370,12,4,Very good service,1/20/2025
1923,9,3,Average stay,9/29/2024
1923,2,1,Very poor,10/26/2021
791,5,5,Highly recommend!,7/23/2025
2965,4,2,Not satisfied,4/19/2020
1058,7,4,Friendly staff,2/22/2022
1748,4,4,Great hotel!,6/17/2025
1130,1,4,Very good service,9/17/2020
487,6,2,Needs improvement,2/9/2021
588,1,4,Nice experience,8/19/2025
2202,2,5,Highly recommend!,7/29/2023
1826,11,2,Poor service,7/20/2020
1470,15,4,Nice experience,10/4/2024
420,1,4,Good value,2/26/2025
823,6,4,Nice experience,10/9/2024
2476,10,4,Good value,7/25/2020
1127,5,4,Friendly staff,3/5/2022
2690,2,5,Amazing staff!,3/31/2023
2668,13,3,Average stay,5/8/2022
2506,7,1,Would not recommend,9/19/2025
1973,3,5,Perfect stay!,7/6/2021
2316,3,5,Amazing staff!,8/1/2024
2681,14,5,Perfect stay!,7/9/2025
1716,14,4,Very good service,8/26/2025
9,3,2,Below expectations,11/17/2025
2388,13,5,Perfect stay!,11/18/2023
1880,7,2,Needs improvement,4/18/2024
1784,13,3,Okay service,8/12/2020
206,8,3,Decent hotel,10/17/2025
469,7,5,Perfect stay!,12/27/2022
900,13,5,Highly recommend!,12/27/2025
1463,10,5,Excellent service!,9/9/2021
184,8,4,Nice experience,4/22/2025
2761,2,2,Needs improvement,5/6/2024
569,12,5,Highly recommend!,4/10/2023
1376,6,2,Needs improvement,7/16/2021
2340,11,3,Fair experience,9/11/2022
518,3,1,Terrible experience,3/3/2021
2138,12,4,Friendly staff,6/9/2023
2188,4,5,Excellent service!,2/9/2022
2414,15,3,Average stay,10/16/2023
716,1,5,Amazing staff!,10/30/2025
1408,3,5,Perfect stay!,10/27/2022
514,4,1,Terrible experience,8/4/2025
1625,12,5,Amazing staff!,12/12/2023
2598,5,5,Amazing staff!,2/21/2023
2233,14,2,Poor service,5/22/2025
497,6,4,Very good service,9/1/2023
1269,9,1,Extremely disappointed,9/17/2022
2419,6,4,Nice experience,4/22/2021
2555,15,4,Good value,6/7/2025
1971,1,5,Highly recommend!,1/20/2025
2617,15,5,Outstanding experience!,7/27/2022
1755,2,5,Perfect stay!,7/30/2023
2507,1,4,Nice experience,10/3/2024
1708,14,3,Average stay,4/8/2021
1958,14,4,Very good service,7/29/2025
2024,6,3,Fair experience,12/8/2024
1498,6,3,Could be better,1/25/2023
1993,9,3,Average stay,12/29/2021
505,6,5,Outstanding experience!,5/8/2020
2444,10,2,Poor service,2/9/2023
33,4,2,Poor service,11/7/2021
1722,2,3,Fair experience,11/15/2022
1484,15,4,Very good service,1/29/2022
2833,6,5,Amazing staff!,12/13/2025
2646,11,3,Okay service,9/12/2023
1418,5,4,Good value,11/8/2023
30,11,3,Fair experience,8/29/2021
512,6,3,Okay service,5/5/2024
2543,7,3,Decent hotel,6/16/2021
157,3,5,Highly recommend!,11/2/2025
1107,2,4,Friendly staff,6/15/2024
2489,11,5,Highly recommend!,2/22/2024
2420,12,2,Disappointing,11/16/2022
1355,7,4,Good value,3/6/2024
2481,14,4,Very good service,10/24/2020
53,9,5,Perfect stay!,4/30/2023
1814,10,4,Very good service,11/23/2020
2598,9,4,Friendly staff,8/23/2025
1671,2,5,Outstanding experience!,1/16/2020
475,9,4,Great hotel!,1/28/2021
594,3,4,Good value,9/26/2021
2640,4,3,Fair experience,5/15/2024
1915,8,4,Friendly staff,12/29/2023
1748,8,3,Decent hotel,4/17/2022
986,5,5,Perfect stay!,3/31/2021
2925,3,4,Good value,12/15/2025
2136,8,2,Below expectations,1/2/2022
1418,2,2,Not satisfied,1/14/2020
874,10,5,Highly recommend!,9/23/2024
2853,13,2,Needs improvement,3/9/2025
2346,15,4,Very good service,10/29/2021
765,10,3,Could be better,2/15/2022
2932,9,5,Excellent service!,1/5/2023
1209,6,4,Friendly staff,12/14/2020
603,15,4,Great hotel!,2/1/2020
1094,15,2,Disappointing,7/8/2021
1593,15,3,Decent hotel,4/23/2020
2058,15,4,Nice experience,11/17/2022
1510,13,5,Excellent service!,7/2/2023
1700,5,3,Average stay,7/1/2024
438,13,3,Fair experience,11/2/2022
1952,6,5,Excellent service!,8/3/2024
2768,14,3,Okay service,6/18/2020
2195,3,2,Needs improvement,4/20/2023
2010,3,5,Highly recommend!,7/7/2024
1249,8,5,Highly recommend!,8/16/2025
1702,15,4,Nice experience,8/10/2024
1228,4,4,Very good service,9/1/2025
1930,2,4,Great hotel!,7/9/2024
2882,6,5,Outstanding experience!,5/12/2020
498,8,3,Could be better,12/31/2023
1184,15,5,Amazing staff!,3/2/2023
2609,13,4,Very good service,11/12/2021
2066,11,3,Okay service,7/3/2021
2807,7,3,Could be better,4/18/2025
2490,7,5,Perfect stay!,3/23/2025
2406,1,4,Friendly staff,9/27/2025
2053,2,4,Friendly staff,8/18/2023
900,2,2,Needs improvement,6/3/2024
2007,2,3,Fair experience,8/31/2020
882,8,5,Outstanding experience!,4/9/2024
1700,2,5,Excellent service!,3/8/2023
2883,1,5,Highly recommend!,12/24/2025
89,7,4,Very good service,6/27/2021
449,13,4,Good value,3/30/2023
423,13,5,Excellent service!,12/7/2023
1713,5,2,Disappointing,1/29/2025
1479,8,4,Good value,10/18/2022
1131,6,2,Not satisfied,5/22/2024
2482,1,3,Average stay,1/29/2024
2545,7,3,Fair experience,9/13/2022
2138,3,4,Friendly staff,1/21/2025
1111,12,4,Very good service,5/9/2025
1268,14,3,Decent hotel,3/27/2022
1049,3,5,Perfect stay!,3/8/2020
2250,2,2,Below expectations,5/29/2022
59,7,5,Highly recommend!,1/6/2022
1484,4,5,Highly recommend!,6/16/2023
561,7,4,Great hotel!,9/21/2023
2287,13,3,Average stay,5/6/2024
2328,10,5,Excellent service!,1/29/2022
1862,7,4,Good value,5/12/2022
2415,9,4,Nice experience,12/29/2023
783,15,4,Nice experience,7/20/2021
2011,2,4,Very good service,10/15/2022
2872,8,3,Okay service,2/25/2022
416,2,5,Perfect stay!,7/29/2023
20,10,3,Average stay,9/9/2025
868,7,4,Friendly staff,4/1/2024
1313,14,2,Not satisfied,12/13/2022
2171,5,1,Would not recommend,7/7/2024
272,5,2,Not satisfied,10/5/2023
273,9,4,Great hotel!,10/18/2020
832,8,5,Outstanding experience!,9/12/2024
118,14,4,Nice experience,12/20/2025
2287,8,5,Outstanding experience!,9/8/2025
2616,5,4,Good value,2/10/2024
936,9,4,Nice experience,3/12/2022
195,15,5,Outstanding experience!,11/25/2020
1949,11,5,Perfect stay!,5/12/2023
826,14,4,Good value,2/9/2022
1788,13,3,Decent hotel,11/22/2024
746,4,3,Average stay,3/2/2023
1843,1,5,Excellent service!,9/23/2025
960,4,3,Average stay,6/20/2025
2634,9,4,Very good service,5/1/2025
25,12,1,Very poor,5/13/2024
2824,10,3,Average stay,9/1/2023
2944,9,5,Perfect stay!,11/4/2024
696,4,4,Good value,3/9/2021
2187,6,5,Highly recommend!,7/20/2025
2045,10,4,Friendly staff,9/15/2024
2047,7,5,Excellent service!,5/9/2020
792,13,3,Decent hotel,8/18/2022
2191,5,2,Not satisfied,7/29/2020
1716,3,4,Good value,1/1/2024
2865,9,4,Nice experience,6/15/2025
2867,3,4,Good value,2/17/2025
2594,4,4,Friendly staff,6/8/2021
2062,7,5,Amazing staff!,6/13/2022
644,10,4,Good value,5/16/2025
592,10,5,Excellent service!,8/18/2024
991,10,3,Fair experience,6/21/2020
2415,5,3,Decent hotel,11/27/2025
359,1,5,Outstanding experience!,8/22/2023
1650,11,5,Outstanding experience!,4/2/2022
1988,2,3,Average stay,8/18/2022
2097,9,4,Good value,10/12/2023
2917,4,1,Would not recommend,5/19/2025
1565,9,4,Nice experience,6/25/2021
1060,9,4,Great hotel!,5/30/2021
1303,2,2,Not satisfied,1/8/2021
520,15,5,Outstanding experience!,1/12/2024
338,15,5,Outstanding experience!,11/11/2025
1912,9,4,Great hotel!,1/29/2022
1490,13,4,Good value,8/9/2023
2169,9,1,Awful service,10/10/2024
1645,2,3,Decent hotel,6/16/2025
1590,12,4,Very good service,3/24/2023
1643,6,4,Nice experience,2/14/2025
931,10,3,Decent hotel,2/12/2025
2380,4,4,Great hotel!,9/20/2023
350,2,2,Disappointing,8/25/2022
1846,9,5,Amazing staff!,8/12/2023
678,9,4,Friendly staff,2/19/2022
2583,15,4,Very good service,7/22/2025
2201,6,4,Nice experience,3/17/2023
1933,14,3,Decent hotel,6/27/2022
2545,7,5,Highly recommend!,4/14/2021
1343,10,3,Average stay,6/9/2023
2530,14,1,Terrible experience,1/8/2020
2024,4,4,Friendly staff,11/19/2022
2273,12,5,Outstanding experience!,10/23/2021
543,5,4,Great hotel!,8/16/2025
2756,6,2,Not satisfied,7/26/2020
287,8,4,Friendly staff,4/6/2023
2605,9,3,Okay service,11/3/2025
2514,5,5,Amazing staff!,3/16/2023
2682,7,2,Poor service,6/1/2022
311,11,4,Very good service,1/2/2020
958,11,5,Highly recommend!,9/21/2021
1663,8,2,Below expectations,8/25/2022
871,14,3,Okay service,7/18/2022
1089,13,2,Not satisfied,1/27/2020
860,14,4,Nice experience,6/14/2020
1624,6,3,Could be better,2/18/2025
1139,12,4,Great hotel!,9/6/2022
347,13,3,Could be better,6/25/2020
1382,9,4,Great hotel!,10/20/2022
1828,2,2,Not satisfied,9/29/2021
219,1,5,Highly recommend!,8/10/2020
2719,14,5,Excellent service!,3/20/2025
2132,10,4,Very good service,7/27/2020
1533,9,5,Perfect stay!,10/1/2020
453,13,4,Nice experience,7/24/2025
1559,7,5,Outstanding experience!,7/14/2022
2049,7,3,Average stay,2/17/2023
2670,7,5,Excellent service!,8/1/2024
2745,6,4,Good value,7/9/2025
1540,5,4,Very good service,2/3/2020
589,6,4,Nice experience,11/10/2025
2914,4,4,Friendly staff,5/20/2025
200,3,4,Friendly staff,12/8/2020
407,3,1,Extremely disappointed,3/13/2025
517,1,4,Friendly staff,9/26/2021
999,7,4,Great hotel!,8/5/2024
1839,7,5,Highly recommend!,9/17/2020
485,12,4,Good value,5/25/2024
286,6,3,Fair experience,9/1/2021
2873,7,5,Amazing staff!,11/17/2024
2572,12,5,Outstanding experience!,2/12/2021
2546,1,4,Friendly staff,3/19/2024
2982,2,2,Needs improvement,5/15/2024
2370,8,5,Outstanding experience!,7/18/2021
1823,1,3,Okay service,8/11/2025
2811,7,5,Amazing staff!,11/5/2022
2373,8,4,Very good service,5/28/2022
1987,11,5,Highly recommend!,2/24/2023
826,5,3,Decent hotel,4/14/2020
1924,13,4,Nice experience,8/2/2025
2803,3,3,Average stay,2/25/2023
402,4,4,Good value,6/16/2022
2415,14,4,Nice experience,7/4/2021
328,8,4,Friendly staff,11/1/2024
822,15,5,Amazing staff!,12/3/2020
447,8,1,Terrible experience,1/7/2020
2862,15,3,Average stay,8/21/2024
458,8,5,Perfect stay!,11/11/2024
2807,3,3,Fair experience,11/9/2025
204,5,5,Excellent service!,3/15/2023
2721,9,4,Nice experience,12/19/2025
678,1,4,Great hotel!,12/10/2023
1928,13,3,Fair experience,1/4/2022
797,5,5,Perfect stay!,11/2/2021
1661,10,3,Fair experience,3/15/2025
588,13,4,Nice experience,12/1/2025
1331,1,4,Great hotel!,4/6/2025
371,14,5,Excellent service!,11/17/2021
1617,13,4,Great hotel!,3/14/2024
1089,3,5,Perfect stay!,12/10/2025
2837,5,4,Very good service,5/11/2025
2563,10,4,Very good service,2/24/2022
1198,11,3,Decent hotel,10/17/2024
1804,4,5,Perfect stay!,2/15/2020
1380,15,2,Poor service,10/26/2020
525,7,5,Highly recommend!,5/31/2025
1594,9,1,Extremely disappointed,7/31/2021
1518,8,4,Great hotel!,12/9/2023
169,8,4,Very good service,9/11/2023
2749,9,5,Highly recommend!,3/24/2022
797,4,5,Amazing staff!,6/15/2022
1850,13,2,Poor service,2/15/2024
2113,3,2,Below expectations,5/12/2022
2792,13,4,Very good service,1/10/2023
252,7,5,Excellent service!,3/18/2024
970,15,3,Okay service,1/24/2024
551,11,4,Nice experience,5/23/2025
2407,4,5,Outstanding experience!,10/8/2025
1125,8,3,Decent hotel,8/30/2025
1753,1,2,Poor service,10/23/2021
75,14,1,Terrible experience,7/18/2020
614,15,4,Great hotel!,8/8/2023
1589,13,4,Great hotel!,7/19/2025
2420,3,3,Decent hotel,11/4/2020
2249,5,4,Great hotel!,10/9/2020
1975,15,4,Friendly staff,12/29/2024
1804,6,3,Decent hotel,3/31/2024
1037,5,4,Nice experience,4/29/2022
1826,9,1,Would not recommend,2/21/2020
486,5,4,Nice experience,5/21/2023
2903,15,4,Good value,7/16/2022
2407,4,3,Decent hotel,11/12/2021
1536,7,1,Awful service,10/26/2025
2603,2,5,Highly recommend!,11/10/2021
1086,10,5,Excellent service!,8/10/2020
1731,3,4,Friendly staff,5/30/2022
1532,5,5,Highly recommend!,2/9/2022
327,12,5,Perfect stay!,1/3/2023
1459,2,4,Good value,7/15/2022
857,3,5,Highly recommend!,11/9/2023
27,10,5,Perfect stay!,3/11/2025
773,14,4,Good value,6/8/2025
488,11,5,Amazing staff!,8/27/2022
960,4,4,Great hotel!,4/16/2024
133,11,4,Nice experience,8/4/2021
329,13,3,Fair experience,12/5/2020
1736,14,5,Outstanding experience!,5/25/2024
2850,4,5,Highly recommend!,4/2/2024
1510,10,4,Nice experience,11/12/2021
575,13,3,Okay service,9/24/2021
590,11,4,Great hotel!,11/2/2025
2833,10,5,Excellent service!,6/30/2023
143,9,3,Fair experience,9/15/2023
1766,14,2,Not satisfied,7/29/2023
2189,2,2,Below expectations,6/24/2022
208,12,3,Could be better,10/20/2021
459,9,2,Not satisfied,10/19/2021
1634,5,4,Friendly staff,6/15/2022
552,4,5,Perfect stay!,1/15/2022
156,12,5,Outstanding experience!,7/21/2023
2941,10,5,Highly recommend!,4/28/2024
2778,12,1,Would not recommend,9/26/2023
2034,4,5,Perfect stay!,9/21/2024
